priority,index,name,namespace,tier,dev_calls_biased,schema_bytes,description,rationale
3,173,iw_get_connection_status,iw,1,0,448,"Get the WP Engine Intelligent Web (Hub Plugin) connection status for a local site — whether the Hub Plugin is installed, whether the site is connected to a Power project, and the project/client/account IDs. Use before iw_connect_site to check current state.",
3,174,iw_connect_site,iw,2,0,474,"Install the Hub Plugin (if needed) and open the WP-admin Hub settings page in the browser so the user can complete the OAuth flow to connect the site to a WP Engine Power project. After calling this, poll iw_get_connection_status to detect completion. LOCAL SITES ONLY — site must be running.",
3,175,iw_disconnect_site,iw,2,0,405,Disconnect a local site from its WP Engine Power project. Clears the Nexus-side binding and (if the site is running) the wpe_auth_* options in WordPress. The Hub Plugin remains installed — only the connection is cleared.,
3,176,iw_fleet_status,iw,1,2,342,"Show IW connection status across all local sites — which sites are connected to a Power project, their project ID, and when they connected. Reads from stored bindings (no WP-CLI calls). Sites not yet connected are shown as Not connected.",
3,177,iw_list_kb_collections,iw,1,9,498,"List Knowledge Base collections for the Power project associated with a site. Accepts a local site name/ID or a WPE install name (e.g. ""myloop""). WPE install bindings are populated automatically by wpe_site_deep_refresh. Nexus reads collections only — it does not create or sync them (Hub Plugin owns that).",
3,178,iw_get_kb_collection,iw,1,0,323,Get details for a specific Knowledge Base collection.,
3,179,iw_search_kb,iw,1,0,818,"Search a Knowledge Base collection using raw vector similarity — returns the closest matching chunks with titles, URIs, and excerpts. This is a retrieval primitive: it finds relevant content but does not synthesize or reason over it. For synthesized answers with citations (like the Hub Agent provides), pass the results to an LLM with your query. Use this to build retrieve→reason→respond flows in agents.",
3,180,get_system_health,other,1,0,381,"Get system health status and key operational metrics — MCP server status, GraphQL connectivity, active tool count, and error rates. Use when diagnosing MCP connectivity issues or confirming the addon is functioning correctly. For a user-facing health check, use nexus doctor from the CLI.",
4,181,get_metrics,telemetry,1,0,445,"Get all collected operational metrics — tool call counts, error rates, latency histograms, and system gauges. Use for monitoring addon performance or diagnosing which tools are being called most frequently. For a specific tool metrics, use get_tool_metrics.",
4,182,get_tool_metrics,telemetry,1,0,400,"Get detailed performance metrics for a specific MCP tool — call count, success/error rates, and latency percentiles. Use to identify slow or error-prone tools. Use get_metrics for a full overview of all tools.",
4,183,reset_metrics,telemetry,2,0,280,Reset all collected operational metrics to zero — useful for starting fresh measurements after a configuration change or for testing. Metrics begin accumulating again immediately after reset.,
3,184,get_gateway_usage,other,1,0,297,Get AI gateway usage and cost breakdown by site and model. Returns monthly spend totals from the Local AI Gateway.,
4,185,get_telemetry_status,telemetry,1,0,356,"Get the current telemetry (anonymous usage analytics) status — whether it is enabled, the installation ID, and the number of queued events. Nexus AI collects anonymous usage data to improve the product. Use set_telemetry_enabled to opt in or out.",
4,186,set_telemetry_enabled,telemetry,2,0,463,"Enable or disable anonymous usage analytics (telemetry). Telemetry is enabled by default — set enabled=false to opt out. When disabled, no usage data is collected or transmitted. Can also be disabled permanently with NEXUS_TELEMETRY=0 environment variable.",
4,187,clear_telemetry_events,telemetry,2,0,372,"Clear all queued telemetry events from local storage without transmitting them. Use when you want to discard accumulated events, such as after testing or development work. Does not disable telemetry — use set_telemetry_enabled(false) to stop future collection.",
4,188,reset_telemetry,telemetry,2,0,510,"Reset telemetry completely — clears all queued events, regenerates the installation ID and secret key, and disables telemetry. Use when you want a completely fresh telemetry state, such as when sharing a machine or handing off to another user. This cannot be undone — the previous installation ID is permanently discarded.",
3,189,nexus_get_settings,nexus,1,1,413,"Get the current Nexus AI settings. Pass key= (dotted path) to read a specific field, e.g. ""wpeOperationPermissions.wpcli.production"". Omit key to return all settings.",
3,190,nexus_update_settings,nexus,2,0,1068,"Update Nexus AI settings. Two modes:   key + value: set a single dotted-path field, e.g. key=""wpeSyncIntervalHours"" value=""4""   patch: merge a JSON object into the current settings, e.g. patch='{""autoIndex"":true}' Values are parsed as JSON (booleans, numbers, objects) or treated as strings. Unknown keys and wrong-typed values are rejected. Permission-gate settings (remoteOperationPermissions, wpeOperationPermissions, site exceptions) are NOT settable from this tool — change them in the Nexus AI Settings UI (Remote Access & Permissions). Returns the updated settings on success.",
1,191,search_tools,other,1,2,726,"Search available tools by intent or keyword. Use this when you are unsure which specific tool to call for an operation. Returns the top matching tools with their names and descriptions. Examples: search_tools(""backup wpe install""), search_tools(""update plugins remote""), search_tools(""domain ssl certificate""). Call this BEFORE attempting an unfamiliar operation rather than guessing the tool name.",discovery invariant; agent cannot learn the surface without it
3,192,agent__log-processor__set_log_bucket,agent:log-processor,2,0,820,Point the agent at the one S3 bucket + prefix WP Engine writes this account's access logs into. There is no per-site bucket: every install shares the prefix and is separated by the install id in each filename. Validates by listing and grouping; nothing is saved unless apache-style logs are found.  [Provided by log-processor agent],"log ops: monitoring-adjacent, niche today"
3,193,agent__log-processor__rescan_log_bucket,agent:log-processor,2,0,381,"Re-list the connected bucket and refresh which installs have apache-style logs in it, with counts and date ranges. Read-only against S3 and against the aggregates.  [Provided by log-processor agent]","log ops: monitoring-adjacent, niche today"
3,194,agent__log-processor__sync_access_logs,agent:log-processor,2,0,583,"Ingest access-log days from S3. Streams each file (constant memory), classifies traffic, folds into per-day aggregates. Ledgered and budgeted. Pass several sites to share one listing pass per date.  [Provided by log-processor agent]","log ops: monitoring-adjacent, niche today"
3,195,agent__log-processor__get_log_aggregates,agent:log-processor,2,0,408,Return daily aggregate objects for a site and date range. Offline read — no S3 calls. Returns present days plus missing days with the sync command.  [Provided by log-processor agent],"log ops: monitoring-adjacent, niche today"
3,196,agent__log-processor__fetch_log_window,agent:log-processor,2,0,543,Forensic raw-log query. Two-phase: without confirm returns cost estimate; confirm=true streams and filters. Nothing persists.  [Provided by log-processor agent],"log ops: monitoring-adjacent, niche today"
3,197,agent__log-processor__log_storage_status,agent:log-processor,2,0,372,"Report the connected bucket, the installs found in it, and the local disk footprint: per-site aggregate days, ledger coverage, last sync, approximate KB.  [Provided by log-processor agent]","log ops: monitoring-adjacent, niche today"
3,198,agent__log-processor__evict_log_data,agent:log-processor,2,0,315,Delete local log-derived data older than N days. Never touches the bucket binding or the S3 bucket itself.  [Provided by log-processor agent],"log ops: monitoring-adjacent, niche today"
1,199,agent__security-sentinel__scan,agent:security-sentinel,2,0,482,"Run the Security Sentinel on a specific site — detects malware, backdoor plugins, obfuscated code, tampered core files, spam injection, ELF binaries, and C2 indicators. Use this (not scan_database_health) when security investigation is needed.  [Provided by security-sentinel agent]",vuln scanning (JTBD 4); zero dev calls but top-4 market JTBD
2,200,agent__security-sentinel__get-report,agent:security-sentinel,2,0,315,Return the latest Sentinel forensic report for a site as markdown  [Provided by security-sentinel agent],
2,201,agent__security-sentinel__list-reports,agent:security-sentinel,2,0,234,"List all available Sentinel reports grouped by site, newest first  [Provided by security-sentinel agent]",
3,202,agent__web-analytics__list_properties,agent:web-analytics,2,0,389,"List Google Analytics 4 properties available on the connected Google account. Use before map_property. Pass format=""json"" for the structured payload the Sites tab renders.  [Provided by web-analytics agent]",fallback
3,203,agent__web-analytics__map_property,agent:web-analytics,2,0,885,"Bind a GA4 property to a site. Required before traffic_summary, anomaly_scan, and page_performance. Call without propertyId to list available properties; pass the site domain to highlight the likely match.  [Provided by web-analytics agent]",fallback
2,204,agent__web-analytics__traffic_summary,agent:web-analytics,2,0,513,"Traffic totals (sessions, users, pageviews, key events) for a mapped site over a window, with prior-period comparison and per-day breakdown.  [Provided by web-analytics agent]",
2,205,agent__web-analytics__anomaly_scan,agent:web-analytics,2,0,599,Scan a mapped site for significant traffic changes vs. the prior period — by channel and by page. The primary GA4 evidence source for diagnosing site problems.  [Provided by web-analytics agent],
2,206,agent__web-analytics__page_performance,agent:web-analytics,2,0,561,"Per-page GA4 drill-down for a mapped site — sessions, users, pageviews, key events by pagePath. Use as a follow-up after anomaly_scan flags a page.  [Provided by web-analytics agent]",
